Timestamp,watt_bed,watt_living,watt_kitc
2016-12-01 18:19:59,0,4,2
2016-12-01 18:20:14,0,4,2
2016-12-01 18:20:29,0,4,2
2016-12-01 18:20:44,0,4,0
2016-12-01 18:20:59,0,4,0
2016-12-01 18:21:14,0,4,0
2016-12-01 18:21:29,0,4,0
2016-12-01 18:21:44,0,4,0
2016-12-01 18:21:59,0,4,0
2016-12-01 18:22:14,0,4,0
2016-12-01 18:22:29,0,4,0
2016-12-01 18:22:44,0,4,0
2016-12-01 18:22:59,0,4,0
2016-12-01 18:23:14,0,4,0
2016-12-01 18:23:29,0,4,0
2016-12-01 18:23:44,0,4,0
2016-12-01 18:23:59,0,4,0
2016-12-01 18:24:14,0,4,0
2016-12-01 18:24:29,0,4,0
2016-12-01 18:24:44,0,4,0
2016-12-01 18:24:59,0,4,0
2016-12-01 18:25:14,0,4,0
2016-12-01 18:25:29,0,4,0
2016-12-01 18:25:44,0,4,0
2016-12-01 18:25:59,0,4,0
2016-12-01 18:26:14,0,4,0
2016-12-01 18:26:29,0,4,0
2016-12-01 18:26:44,0,4,0
2016-12-01 18:26:59,0,4,0
2016-12-01 18:27:14,0,4,0
2016-12-01 18:27:29,0,4,0
2016-12-01 18:27:44,0,4,0
2016-12-01 18:27:59,0,4,0
2016-12-01 18:28:14,0,4,0
2016-12-01 18:28:29,0,4,0
2016-12-01 18:28:44,0,4,0
2016-12-01 18:28:59,0,4,0
2016-12-01 18:29:14,0,4,0
2016-12-01 18:29:29,0,4,0
2016-12-01 18:29:44,0,4,0
2016-12-01 18:29:59,0,4,0
2016-12-01 18:30:14,0,4,0
2016-12-01 18:30:29,0,4,0
2016-12-01 18:30:44,0,4,0
2016-12-01 18:30:59,0,4,0
2016-12-01 18:31:14,0,4,0
2016-12-01 18:31:29,0,4,0
2016-12-01 18:31:44,0,4,0
2016-12-01 18:31:59,0,4,0
2016-12-01 18:32:14,0,4,0
2016-12-01 18:32:29,0,4,0
2016-12-01 18:32:44,0,4,0
2016-12-01 18:32:59,0,4,0
2016-12-01 18:33:14,0,4,0
2016-12-01 18:33:29,0,4,0
2016-12-01 18:33:44,0,4,0
2016-12-01 18:33:59,0,4,0
2016-12-01 18:34:14,0,4,0
2016-12-01 18:34:29,0,4,0
2016-12-01 18:34:44,0,4,0
2016-12-01 18:34:59,0,4,0
2016-12-01 18:35:14,0,4,0
2016-12-01 18:35:29,0,4,0
2016-12-01 18:35:44,0,4,0
2016-12-01 18:35:59,0,4,0
2016-12-01 18:36:14,0,4,0
2016-12-01 18:36:29,0,4,0
2016-12-01 18:36:44,0,4,0
2016-12-01 18:36:59,0,4,0
2016-12-01 18:37:14,0,4,0
2016-12-01 18:37:29,0,4,0
2016-12-01 18:37:44,0,4,0
2016-12-01 18:37:59,0,4,0
2016-12-01 18:38:14,0,4,0
2016-12-01 18:38:29,0,4,0
2016-12-01 18:38:44,0,4,0
2016-12-01 18:38:59,0,4,0
2016-12-01 18:39:14,0,4,0
2016-12-01 18:39:29,0,4,0
2016-12-01 18:39:44,0,4,0
2016-12-01 18:39:59,0,4,0
2016-12-01 18:40:14,0,4,0
2016-12-01 18:40:29,0,4,0
2016-12-01 18:40:44,0,4,0
2016-12-01 18:40:59,0,4,0
2016-12-01 18:41:14,0,4,0
2016-12-01 18:41:29,0,4,0
2016-12-01 18:41:44,0,4,0
2016-12-01 18:41:59,0,4,0
2016-12-01 18:42:14,0,4,0
2016-12-01 18:42:29,0,4,0
2016-12-01 18:42:44,0,4,0
2016-12-01 18:42:59,0,4,0
2016-12-01 18:43:14,0,4,0
2016-12-01 18:43:29,0,4,0
2016-12-01 18:43:44,0,4,0
2016-12-01 18:43:59,0,4,0
2016-12-01 18:44:14,0,4,0
2016-12-01 18:44:29,0,4,0
2016-12-01 18:44:44,0,4,0
2016-12-01 18:44:59,0,4,0
2016-12-01 18:45:14,0,4,0
2016-12-01 18:45:29,0,4,0
2016-12-01 18:45:44,0,4,0
2016-12-01 18:45:59,0,4,0
2016-12-01 18:46:14,0,4,0
2016-12-01 18:46:29,0,4,0
2016-12-01 18:46:44,0,4,0
2016-12-01 18:46:59,0,4,0
2016-12-01 18:47:14,0,4,0
2016-12-01 18:47:29,0,4,0
2016-12-01 18:47:44,0,4,0
2016-12-01 18:47:59,0,4,0
2016-12-01 18:48:14,0,4,0
2016-12-01 18:48:29,0,4,0
2016-12-01 18:48:44,0,4,0
2016-12-01 18:48:59,0,4,0
2016-12-01 18:49:14,0,4,0
2016-12-01 18:49:29,0,4,0
2016-12-01 18:49:44,0,4,0
2016-12-01 18:49:59,0,4,0
2016-12-01 18:50:14,0,4,0
2016-12-01 18:50:29,0,4,0
2016-12-01 18:50:44,0,4,0
2016-12-01 18:50:59,0,4,0
2016-12-01 18:51:14,0,4,0
2016-12-01 18:51:29,0,4,0
2016-12-01 18:51:44,0,4,0
2016-12-01 18:51:59,0,4,0
2016-12-01 18:52:14,0,4,0
2016-12-01 18:52:29,0,4,0
2016-12-01 18:52:44,0,4,0
2016-12-01 18:52:59,0,4,0
2016-12-01 18:53:14,0,4,0
2016-12-01 18:53:29,0,4,0
2016-12-01 18:53:44,0,4,0
2016-12-01 18:53:59,0,4,0
2016-12-01 18:54:14,0,4,0
2016-12-01 18:54:29,0,4,0
2016-12-01 18:54:44,0,4,0
2016-12-01 18:54:59,0,4,0
2016-12-01 18:55:14,0,4,0
2016-12-01 18:55:29,0,4,0
2016-12-01 18:55:44,0,4,0
2016-12-01 18:55:59,0,4,0
2016-12-01 18:56:14,0,4,0
2016-12-01 18:56:29,0,4,0
2016-12-01 18:56:44,0,4,0
2016-12-01 18:56:59,0,4,0
2016-12-01 18:57:14,0,4,0
2016-12-01 18:57:29,0,4,0
2016-12-01 18:57:44,0,4,0
2016-12-01 18:57:59,0,4,0
2016-12-01 18:58:14,0,4,0
2016-12-01 18:58:29,0,4,0
2016-12-01 18:58:44,0,4,0
2016-12-01 18:58:59,0,4,0
2016-12-01 18:59:14,0,4,0
2016-12-01 18:59:29,0,4,0
2016-12-01 18:59:44,0,4,0
2016-12-01 18:59:59,0,4,0
2016-12-01 19:00:14,0,4,0
2016-12-01 19:00:29,0,4,0
2016-12-01 19:00:44,0,4,0
2016-12-01 19:00:59,0,4,0
2016-12-01 19:01:14,0,4,0
2016-12-01 19:01:29,0,4,0
2016-12-01 19:01:44,0,4,0
2016-12-01 19:01:59,0,4,0
2016-12-01 19:02:14,0,4,0
2016-12-01 19:02:29,0,4,0
2016-12-01 19:02:44,0,4,0
2016-12-01 19:02:59,0,4,0
2016-12-01 19:03:14,0,4,0
2016-12-01 19:03:29,0,4,0
2016-12-01 19:03:44,0,4,0
2016-12-01 19:03:59,0,4,0
2016-12-01 19:04:14,0,4,0
2016-12-01 19:04:29,0,4,0
2016-12-01 19:04:44,0,4,0
2016-12-01 19:04:59,0,4,0
2016-12-01 19:05:14,0,4,0
2016-12-01 19:05:29,0,4,0
2016-12-01 19:05:44,0,4,0
2016-12-01 19:05:59,0,4,0
2016-12-01 19:06:14,0,4,0
2016-12-01 19:06:29,0,4,0
2016-12-01 19:06:44,0,4,0
2016-12-01 19:06:59,0,4,0
2016-12-01 19:07:14,0,4,0
2016-12-01 19:07:29,0,4,0
2016-12-01 19:07:44,0,4,0
2016-12-01 19:07:59,0,4,0
2016-12-01 19:08:14,0,4,0
2016-12-01 19:08:29,0,4,0
2016-12-01 19:08:44,0,4,0
2016-12-01 19:08:59,0,4,0
2016-12-01 19:09:14,0,4,0
2016-12-01 19:09:29,0,4,0
2016-12-01 19:09:44,0,4,0
2016-12-01 19:09:59,0,4,0
2016-12-01 19:10:14,0,4,0
2016-12-01 19:10:29,0,4,0
2016-12-01 19:10:44,0,4,0
2016-12-01 19:10:59,0,4,0
2016-12-01 19:11:14,0,4,0
2016-12-01 19:11:29,0,4,0
2016-12-01 19:11:44,0,4,0
2016-12-01 19:11:59,0,4,0
2016-12-01 19:12:14,0,4,0
2016-12-01 19:12:29,0,4,0
2016-12-01 19:12:44,0,4,0
2016-12-01 19:12:59,0,4,0
2016-12-01 19:13:14,0,4,0
2016-12-01 19:13:29,0,4,0
2016-12-01 19:13:44,0,4,0
2016-12-01 19:13:59,0,4,0
2016-12-01 19:14:14,0,4,0
2016-12-01 19:14:29,0,4,0
2016-12-01 19:14:44,0,4,0
2016-12-01 19:14:59,0,4,0
2016-12-01 19:15:14,0,4,0
2016-12-01 19:15:29,0,4,0
2016-12-01 19:15:44,0,4,0
2016-12-01 19:15:59,0,4,0
2016-12-01 19:16:14,0,4,0
2016-12-01 19:16:29,0,4,0
2016-12-01 19:16:44,0,4,0
2016-12-01 19:16:59,0,4,0
2016-12-01 19:17:14,0,4,0
2016-12-01 19:17:29,0,4,0
2016-12-01 19:17:44,0,4,0
2016-12-01 19:17:59,0,4,0
2016-12-01 19:18:14,0,4,0
2016-12-01 19:18:29,0,4,0
2016-12-01 19:18:44,0,4,0
2016-12-01 19:18:59,0,4,0
2016-12-01 19:19:14,0,4,0
2016-12-01 19:19:29,0,4,0
2016-12-01 19:19:44,0,4,0
2016-12-01 19:19:59,0,4,0
2016-12-01 19:20:14,0,4,0
2016-12-01 19:20:29,0,4,0
2016-12-01 19:20:44,0,4,0
2016-12-01 19:20:59,0,4,0
2016-12-01 19:21:14,0,4,0
2016-12-01 19:21:29,0,4,0
2016-12-01 19:21:44,0,4,0
2016-12-01 19:21:59,0,4,0
2016-12-01 19:22:14,0,4,0
2016-12-01 19:22:29,0,4,0
2016-12-01 19:22:44,0,4,0
2016-12-01 19:22:59,0,4,0
2016-12-01 19:23:14,0,4,0
2016-12-01 19:23:29,0,4,0
2016-12-01 19:23:44,0,4,0
2016-12-01 19:23:59,0,4,0
2016-12-01 19:24:14,0,4,0
2016-12-01 19:24:29,0,4,0
2016-12-01 19:24:44,0,4,0
2016-12-01 19:24:59,0,4,0
2016-12-01 19:25:14,0,4,0
2016-12-01 19:25:29,0,4,0
2016-12-01 19:25:44,0,4,0
2016-12-01 19:25:59,0,4,0
2016-12-01 19:26:14,0,4,0
2016-12-01 19:26:29,0,4,0
2016-12-01 19:26:44,0,4,0
2016-12-01 19:26:59,0,4,0
2016-12-01 19:27:14,0,4,0
2016-12-01 19:27:29,0,4,0
2016-12-01 19:27:44,0,4,0
2016-12-01 19:27:59,0,4,0
2016-12-01 19:28:14,0,4,0
2016-12-01 19:28:29,0,4,0
2016-12-01 19:28:44,0,4,0
2016-12-01 19:28:59,0,4,0
2016-12-01 19:29:14,0,4,0
2016-12-01 19:29:29,0,4,0
2016-12-01 19:29:44,0,4,0
2016-12-01 19:29:59,0,4,0
2016-12-01 19:30:14,0,4,0
2016-12-01 19:30:29,0,4,0
2016-12-01 19:30:44,0,4,0
2016-12-01 19:30:59,0,4,0
2016-12-01 19:31:14,0,4,0
2016-12-01 19:31:29,0,4,0
2016-12-01 19:31:44,0,4,0
2016-12-01 19:31:59,0,4,0
2016-12-01 19:32:14,0,4,0
2016-12-01 19:32:29,0,4,0
2016-12-01 19:32:44,0,4,0
2016-12-01 19:32:59,0,4,0
2016-12-01 19:33:14,0,4,0
2016-12-01 19:33:29,0,4,0
2016-12-01 19:33:44,0,4,0
2016-12-01 19:33:59,0,4,0
2016-12-01 19:34:14,0,4,0
2016-12-01 19:34:29,0,4,0
2016-12-01 19:34:44,0,4,0
2016-12-01 19:34:59,0,4,0
2016-12-01 19:35:14,0,4,0
2016-12-01 19:35:29,0,4,0
2016-12-01 19:35:44,0,4,0
2016-12-01 19:35:59,0,4,0
2016-12-01 19:36:14,0,4,0
2016-12-01 19:36:29,0,4,0
2016-12-01 19:36:44,0,4,0
2016-12-01 19:36:59,0,4,0
2016-12-01 19:37:14,0,4,0
2016-12-01 19:37:29,0,4,0
2016-12-01 19:37:44,0,4,0
2016-12-01 19:37:59,0,4,0
2016-12-01 19:38:14,0,4,0
2016-12-01 19:38:29,0,4,0
2016-12-01 19:38:44,0,4,0
2016-12-01 19:38:59,0,4,0
2016-12-01 19:39:14,0,4,0
2016-12-01 19:39:29,0,4,0
2016-12-01 19:39:44,0,4,0
2016-12-01 19:39:59,0,4,0
2016-12-01 19:40:14,0,4,0
2016-12-01 19:40:29,0,4,0
2016-12-01 19:40:44,0,4,0
2016-12-01 19:40:59,0,4,0
2016-12-01 19:41:14,0,4,0
2016-12-01 19:41:29,0,4,0
2016-12-01 19:41:44,0,4,0
2016-12-01 19:41:59,0,4,0
2016-12-01 19:42:14,0,4,0
2016-12-01 19:42:29,0,4,0
2016-12-01 19:42:44,0,4,0
2016-12-01 19:42:59,0,4,0
2016-12-01 19:43:14,0,4,0
2016-12-01 19:43:29,0,4,0
